Enzyme,Bag ID,nmol_per_ml,SampleID,wet.wt,dry.wt,perc.moist,perc.dry,enz.raw,enz.wt,volume,activity
h2o2,QR129,0.000504351,QR129,4.38,3.180868167,0.1,0.9,0.2071,0.18639,125,0.338236538
dopa,QR191,-0.016495253,QR191,3.98,3.022361624,0,1,0.189,0.189,125,-10.90955897
dopa,CO109,-0.021509098,CO109,3.98,3.644029851,0,1,0.1779,0.1779,125,-15.11319428
dopa,CO154,-0.048714399,CO154,3.61,2.519742489,0.181818182,0.818181818,0.2859,0.233918182,125,-26.03175089
h2o2,QR191,2.97E-05,QR191,3.98,3.022361624,0,1,0.189,0.189,125,0.019621509
h2o2,CO109,0.003431566,CO109,3.98,3.644029851,0,1,0.1779,0.1779,125,2.41116249
h2o2,CO154,0.0140625,CO154,3.61,2.519742489,0.181818182,0.818181818,0.2859,0.233918182,125,7.514646724
dopa,QR45,-0.017810522,QR45,4.02,5.171386861,0,1,0.193,0.193,125,-11.53531227
dopa,QR81,-0.029390823,QR81,3.47,4.169447005,0.017492711,0.982507289,0.2293,0.225288921,125,-16.30729479
dopa,CO87,-0.045500396,CO87,5.3,4.012119701,0.142857143,0.857142857,0.2398,0.205542857,125,-27.67086888
h2o2,QR45,0.001869066,QR45,4.02,5.171386861,0,1,0.193,0.193,125,1.210535269
h2o2,QR81,0.001888845,QR81,3.47,4.169447005,0.017492711,0.982507289,0.2293,0.225288921,125,1.048012552
h2o2,CO87,0.00572587,CO87,5.3,4.012119701,0.142857143,0.857142857,0.2398,0.205542857,125,3.482163244
dopa,CO158,-0.012846123,CO158,5.3,4.081795511,0,1,0.1617,0.1617,125,-9.930522123
dopa,QR152,0.003075554,QR152,3.64,3.79809322,0.222222222,0.777777778,0.2268,0.1764,125,2.179389029
dopa,CO154,-0.055656646,CO154,3.61,2.519742489,0.181818182,0.818181818,0.2859,0.233918182,125,-29.74151319
h2o2,CO158,0.003817247,CO158,5.3,4.081795511,0,1,0.1617,0.1617,125,2.950871085
h2o2,QR152,0.007011472,QR152,3.64,3.79809322,0.222222222,0.777777778,0.2268,0.1764,125,4.968446371
h2o2,CO154,0.004568829,CO154,3.61,2.519742489,0.181818182,0.818181818,0.2859,0.233918182,125,2.441467501
dopa,AS188,0.001473497,AS188,4,2.441174497,0.545454546,0.454545454,0.2123,0.0965,125,1.908674657
dopa,AS16,0.006368671,AS16,2.54,1.390327869,0.3,0.7,0.3254,0.22778,125,3.494968218
dopa,AS5,0.013053797,AS5,4.43,2.933333333,0,1,0.2281,0.2281,125,7.153549687
h2o2,AS188,0.000662579,AS188,4,2.441174497,0.545454546,0.454545454,0.2123,0.0965,125,0.858263101
h2o2,AS16,0.000850475,AS16,2.54,1.390327869,0.3,0.7,0.3254,0.22778,125,0.466719358
h2o2,AS5,-0.005943434,AS5,4.43,2.933333333,0,1,0.2281,0.2281,125,-3.25703285
dopa,CO30,0.005626978,CO30,4.27,3.369899666,-0.2,1.2,0.18035,0.21642,125,3.250033412
dopa,CO197,0.00703125,CO197,4.04,2.400652174,0,1,0.16949,0.16949,125,5.185593545
dopa,QR135,0.015862342,QR135,4.61,4.302972973,0.5,0.5,0.20386,0.10193,125,19.45249408
h2o2,CO30,-0.026008703,CO30,4.27,3.369899666,-0.2,1.2,0.18035,0.21642,125,-15.0221228
h2o2,CO197,-0.025029668,CO197,4.04,2.400652174,0,1,0.16949,0.16949,125,-18.45954608
h2o2,QR135,-0.041653481,QR135,4.61,4.302972973,0.5,0.5,0.20386,0.10193,125,-51.08098819
dopa,CO135,0.005409415,CO135,4.14,4.149407666,0.285714286,0.714285714,0.22114,0.157957143,125,4.280761267
dopa,QR88,0.008435522,QR88,4.06,4.092753623,0,1,0.26048,0.26048,125,4.048066143
dopa,CO56,-0.014932753,CO56,2.11,0.350617284,0.200000001,0.799999999,0.19892,0.159136,125,-11.729553
h2o2,CO135,0.000979035,CO135,4.14,4.149407666,0.285714286,0.714285714,0.22114,0.157957143,125,0.774763008
h2o2,QR88,0.003678797,QR88,4.06,4.092753623,0,1,0.26048,0.26048,125,1.765393441
h2o2,CO56,0.004549051,CO56,2.11,0.350617284,0.200000001,0.799999999,0.19892,0.159136,125,3.57324131
dopa,CO44,-0.01119462,CO44,4.11,3.565531915,0.5,0.5,0.2657,0.13285,125,-10.53313912
dopa,QR130,-0.018977453,QR130,4.4,2.776688103,0.444444444,0.555555556,0.19602,0.1089,125,-21.78311815
dopa,QR54,-0.045984968,QR54,4.08,3.982392857,0.375,0.625,0.17618,0.1101125,125,-52.20225719
h2o2,CO44,0.013221915,CO44,4.11,3.565531915,0.5,0.5,0.2657,0.13285,125,12.44064223
h2o2,QR130,0.011797864,QR130,4.4,2.776688103,0.444444444,0.555555556,0.19602,0.1089,125,13.54208439
h2o2,QR54,0.006210443,QR54,4.08,3.982392857,0.375,0.625,0.17618,0.1101125,125,7.050111293
dopa,CO16,-0.021499209,CO16,4.12,2.634893617,0,1,0.18014,0.18014,125,-14.91840295
dopa,QR173,-0.023803402,QR173,4.42,4.03629393,0.111111111,0.888888889,0.17426,0.154897778,125,-19.2089601
dopa,CO7,-0.017761076,CO7,4.49,4.088909657,0.5,0.5,0.22574,0.11287,125,-19.66983692
h2o2,CO16,0.00286788,CO16,4.12,2.634893617,0,1,0.18014,0.18014,125,1.990035352
h2o2,QR173,0.002630538,QR173,4.42,4.03629393,0.111111111,0.888888889,0.17426,0.154897778,125,2.122801573
h2o2,CO7,0.003896361,CO7,4.49,4.088909657,0.5,0.5,0.22574,0.11287,125,4.315097855
dopa,QR169,0.008475079,QR169,5.5,4.036777251,0.111111111,0.888888889,0.18487,0.164328889,125,6.446735542
dopa,CO58,-0.003303006,CO58,4.28,3.99833887,0,1,0.23432,0.23432,125,-1.762016862
dopa,AS93,-0.001552611,AS93,6.13,2.989958678,0.142857143,0.857142857,0.17169,0.147162857,125,-1.3187862
h2o2,QR169,0.000712025,QR169,5.5,4.036777251,0.111111111,0.888888889,0.18487,0.164328889,125,0.541616055
h2o2,CO58,-0.00090981,CO58,4.28,3.99833887,0,1,0.23432,0.23432,125,-0.485345962
h2o2,AS93,0.00195807,AS93,6.13,2.989958678,0.142857143,0.857142857,0.17169,0.147162857,125,1.663182596
dopa,CO78,0.030903877,CO78,5.73,3.820224719,0.111111111,0.888888889,22753,20224.88889,125,0.000191002
dopa,CO51,-9.89E-05,CO51,6.3,7.099601594,0.1,0.9,0.28522,0.256698,125,-0.048156007
dopa,QR31,-0.010957278,QR31,4.23,3.629322034,0,1,0.15099,0.15099,125,-9.07119551
h2o2,CO78,0.00247231,CO78,5.73,3.820224719,0.111111111,0.888888889,22753,20224.88889,125,1.53E-05
h2o2,CO51,0.004598497,CO51,6.3,7.099601594,0.1,0.9,0.28522,0.256698,125,2.239254316
h2o2,QR31,0.002027294,QR31,4.23,3.629322034,0,1,0.15099,0.15099,125,1.678334909
dopa,CO49,0.009721123,CO49,4.24,3.528338983,0.857142857,0.142857143,0.28911,0.041301429,125,29.42126838
dopa,CO142,-0.005172073,CO142,4.37,3.067184466,0,1,0.1793,0.1793,125,-3.605739532
dopa,QR109,-0.020806962,QR109,5.09,3.981530343,0.307692308,0.692307692,0.19475,0.134826923,125,-19.29043692
h2o2,CO49,0.001641614,CO49,4.24,3.528338983,0.857142857,0.142857143,0.28911,0.041301429,125,4.968393237
h2o2,CO142,-0.001424051,CO142,4.37,3.067184466,0,1,0.1793,0.1793,125,-0.992784881
h2o2,QR109,0.003876582,QR109,5.09,3.981530343,0.307692308,0.692307692,0.19475,0.134826923,125,3.594035776
dopa,CO117,0.018304984,CO117,4.28,2.010033445,0,1,0.27809,0.27809,125,8.227994614
dopa,CO91,0.007011472,CO91,4.03,3.035036496,0,1,0.33251,0.33251,125,2.635812276
dopa,AS61,-0.006813687,AS61,6.32,3.762599206,0.25,0.75,0.20993,0.1574475,125,-5.409491028
h2o2,CO117,0.010502373,CO117,4.28,2.010033445,0,1,0.27809,0.27809,125,4.720761902
h2o2,CO91,0.003916139,CO91,4.03,3.035036496,0,1,0.33251,0.33251,125,1.472188521
h2o2,AS61,-6.92E-05,AS61,6.32,3.762599206,0.25,0.75,0.20993,0.1574475,125,-0.054958545
dopa,CO172,0.020490506,CO172,4.19,4.159446367,0.25,0.75,0.2603,0.195225,125,13.11980172
dopa,QR16,0.008316851,QR16,4.24,3.775878378,0.1,0.9,0.2145,0.19305,125,5.38516658
dopa,AS197,0.014200949,AS197,4.74,2.564186047,0,1,0.2434,0.2434,125,7.293010152
h2o2,CO172,0.004905063,CO172,4.19,4.159446367,0.25,0.75,0.2603,0.195225,125,3.140647516
h2o2,QR16,-0.000148339,QR16,4.24,3.775878378,0.1,0.9,0.2145,0.19305,125,-0.096049344
h2o2,AS197,0.005350079,AS197,4.74,2.564186047,0,1,0.2434,0.2434,125,2.747575552
dopa,AS111,-0.006843354,AS111,7.65,2.92477237,0.272727272,0.727272728,0.22313,0.162276364,125,-5.27137337
dopa,AS170,-0.012035206,AS170,4.4,3.225,0,1,0.27582,0.27582,125,-5.454284359
dopa,AS187,-0.033573972,AS187,4.35,1.834491803,0.3,0.7,0.25011,0.175077,125,-23.97086105
h2o2,AS111,-0.002848101,AS111,7.65,2.92477237,0.272727272,0.727272728,0.22313,0.162276364,125,-2.193866374
h2o2,AS170,-8.90E-05,AS170,4.4,3.225,0,1,0.27582,0.27582,125,-0.04033571
h2o2,AS187,0.003105222,AS187,4.35,1.834491803,0.3,0.7,0.25011,0.175077,125,2.217039873
dopa,AS20,0.01940269,AS20,4.08,2.509784946,0.111111111,0.888888889,0.1987,0.176622222,125,13.73177286
dopa,CO73,0.020876187,CO73,4.13,3.559157895,0.25,0.75,0.1663,0.124725,125,20.92221558
dopa,AS32,-0.003668908,AS32,5.45,5.985542169,0.6,0.4,0.443,0.1772,125,-2.588112463
h2o2,AS20,-0.002333861,AS20,4.08,2.509784946,0.111111111,0.888888889,0.1987,0.176622222,125,-1.651732107
h2o2,CO73,0.004212816,CO73,4.13,3.559157895,0.25,0.75,0.1663,0.124725,125,4.222105087
h2o2,AS32,0.008702532,AS32,5.45,5.985542169,0.6,0.4,0.443,0.1772,125,6.13891905
dopa,QR10,0.013943829,QR10,4.87,3.986890756,0.25,0.75,0.1971,0.147825,125,11.79082455
dopa,AS98,0.001186709,AS98,4.12,2.650918728,0.333333333,0.666666667,0.2672,0.178133333,125,0.832739191
dopa,CO136,0.010363924,CO136,5.01,3.349595687,0.454545455,0.545454545,0.2966,0.161781818,125,8.007639686
h2o2,QR10,0.004766614,QR10,4.87,3.986890756,0.25,0.75,0.1971,0.147825,125,4.030622293
h2o2,AS98,-0.001938291,AS98,4.12,2.650918728,0.333333333,0.666666667,0.2672,0.178133333,125,-1.360140678
h2o2,CO136,0.009127769,CO136,5.01,3.349595687,0.454545455,0.545454545,0.2966,0.161781818,125,7.052529991
dopa,QR69,-0.034315665,QR69,4.15,3.504561404,0.5,0.5,0.2175,0.10875,125,-39.44329259
dopa,QR76,-0.004489715,QR76,4.38,4.811488673,0.416666667,0.583333333,0.214,0.124833333,125,-4.495709481
dopa,QR17,-0.030162184,QR17,4.04,3.676449275,1,0,0.2081,0,125,#NAME?
h2o2,QR69,0.00572587,QR69,4.15,3.504561404,0.5,0.5,0.2175,0.10875,125,6.581460061
h2o2,QR76,0.008603639,QR76,4.38,4.811488673,0.416666667,0.583333333,0.214,0.124833333,125,8.615126098
h2o2,QR17,0.008267405,QR17,4.04,3.676449275,1,0,0.2081,0,125,Inf
dopa,CO34,-0.020905854,CO34,4.15,4.812832168,0.25,0.75,0.2916,0.2187,125,-11.94893372
dopa,QR25,-0.026443829,QR25,4.01,3.668571429,0,1,0.1525,0.1525,125,-21.67526977
dopa,AS147,-0.044125791,AS147,4.45,3.592176656,0.125,0.875,0.2517,0.2202375,125,-25.04443563
h2o2,CO34,0.003342563,CO34,4.15,4.812832168,0.25,0.75,0.2916,0.2187,125,1.910472846
h2o2,QR35,0.00039557,QR35,2.09,0.46325,0.214285714,0.785714286,0.2125,0.166964286,125,0.296148378
h2o2,AS147,0.000148339,AS147,4.45,3.592176656,0.125,0.875,0.2517,0.2202375,125,0.08419241
dopa,AS184,-0.032110364,AS184,4.88,3.303351955,0.571428571,0.428571429,0.2806,0.120257143,125,-33.37677406
dopa,CO48,-0.030132516,CO48,4.38,2.904387097,0.5,0.5,0.2214,0.1107,125,-34.0249727
dopa,AS112,-0.051048259,AS112,4.38,2.99483871,0,1,0.191,0.191,125,-33.40854679
h2o2,AS184,0.012015427,AS184,4.88,3.303351955,0.571428571,0.428571429,0.2806,0.120257143,125,12.4893072
h2o2,CO48,0.004964399,CO48,4.38,2.904387097,0.5,0.5,0.2214,0.1107,125,5.605689628
h2o2,AS112,0.001582278,AS112,4.38,2.99483871,0,1,0.191,0.191,125,1.035522566
dopa,AS153,-0.019827927,AS153,3.95,3.415488722,0.75,0.25,0.21,0.0525,125,-47.20935051
dopa,CO82,-0.022448576,CO82,3.98,2.374126394,0.285714286,0.714285714,0.2103,0.150214286,125,-18.68046022
dopa,AS195,-0.032496044,AS195,4.12,3.532042254,0.285714286,0.714285714,0.2025,0.144642857,125,-28.08300128
h2o2,AS153,-0.00025712,AS153,3.95,3.415488722,0.75,0.25,0.21,0.0525,125,-0.612191079
h2o2,CO82,0.010354035,CO82,3.98,2.374126394,0.285714286,0.714285714,0.2103,0.150214286,125,8.616053677
h2o2,AS195,0.000692247,AS195,4.12,3.532042254,0.285714286,0.714285714,0.2025,0.144642857,125,0.598238007
dopa,QR70,-0.007861946,QR70,4.24,4.335204082,0,1,0.2162,0.2162,125,-4.545528563
dopa,QR67,-0.016079905,QR67,3.59,3.704608696,0.285714286,0.714285714,0.18,0.128571429,125,-15.63324098
dopa,AS130,-0.024505538,AS130,4.14,3.107727273,0,1,0.2516,0.2516,125,-12.17484995
h2o2,QR70,-0.001878956,QR70,4.24,4.335204082,0,1,0.2162,0.2162,125,-1.086352738
h2o2,QR67,0.002096519,QR67,3.59,3.704608696,0.285714286,0.714285714,0.18,0.128571429,125,2.038282342
h2o2,AS130,0.003095332,AS130,4.14,3.107727273,0,1,0.2516,0.2516,125,1.537824065
dopa,QR72,0.009256329,QR72,4.49,3.58659375,0,1,0.2628,0.2628,125,4.402744061
dopa,CO67,0.006714794,CO67,4.18,3.189690722,0,1,0.3118,0.3118,125,2.691947684
dopa,QR136,0.022745253,QR136,4.19,4.072724138,0.333333333,0.666666667,0.1616,0.107733333,125,26.39068677
h2o2,QR72,-0.013251582,QR72,4.49,3.58659375,0,1,0.2628,0.2628,125,-6.303073763
h2o2,CO67,0.003718354,CO67,4.18,3.189690722,0,1,0.3118,0.3118,125,1.490680897
h2o2,QR136,-0.000870253,QR136,4.19,4.072724138,0.333333333,0.666666667,0.1616,0.107733333,125,-1.009730624
dopa,QR110,0.008425633,QR110,5.45,4.189661836,0,1,0.2368,0.2368,125,4.447652508
dopa,QR96,0.007950949,QR96,4.3,3.717275748,0.363636364,0.636363636,0.2629,0.1673,125,5.940637602
dopa,CO121,0.008524525,CO121,4.5,3.373021807,0,1,0.1754,0.1754,125,6.075060801
h2o2,QR110,0.006892801,QR110,5.45,4.189661836,0,1,0.2368,0.2368,125,3.638513848
h2o2,QR96,0.002116297,QR96,4.3,3.717275748,0.363636364,0.636363636,0.2629,0.1673,125,1.581214486
h2o2,CO121,0.005626978,CO121,4.5,3.373021807,0,1,0.1754,0.1754,125,4.01010394
dopa,QR59,0.012796677,QR59,4.1,3.793392857,0,1,0.2786,0.2786,125,5.741509878
dopa,AS178,0.008801424,AS178,3.74,2.698340081,0,1,0.1787,0.1787,125,6.156564109
dopa,CO108,0.008860759,CO108,4.7,3.155321637,0,1,0.2364,0.2364,125,4.685257769
h2o2,QR59,0.002660206,QR59,4.1,3.793392857,0,1,0.2786,0.2786,125,1.193559627
h2o2,AS178,-0.001730617,AS178,3.74,2.698340081,0,1,0.1787,0.1787,125,-1.210560359
h2o2,CO108,0.005251187,CO108,4.7,3.155321637,0,1,0.2364,0.2364,125,2.776642718
dopa,QR183,0.002096519,QR183,4.45,3.201550633,0.285714286,0.714285714,0.1943,0.138785714,125,1.888269807
dopa,AS9,0.004727057,AS9,3.78,2.34304,0.142857143,0.857142857,0.2356,0.201942857,125,2.925986732
dopa,AS4,0.003935918,AS4,4.17,2.630833333,0,1,0.2494,0.2494,125,1.972693325
h2o2,QR183,0.006754351,QR183,4.45,3.201550633,0.285714286,0.714285714,0.1943,0.138785714,125,6.083435275
h2o2,AS9,0.003055775,AS9,3.78,2.34304,0.142857143,0.857142857,0.2356,0.201942857,125,1.891485147
h2o2,AS4,0.00416337,AS4,4.17,2.630833333,0,1,0.2494,0.2494,125,2.08669319
dopa,AS148,0.004361155,AS148,4.66,1.846309524,0.111111111,0.888888889,0.2501,0.222311111,125,2.452168857
dopa,QR198,0.006418117,QR198,4.09,2.827304965,0,1,0.268,0.268,125,2.993524761
dopa,AS84,0.00977057,AS84,4.54,2.060092593,0.142857143,0.857142857,0.2741,0.234942857,125,5.198375546
h2o2,AS148,0.017395174,AS148,4.66,1.846309524,0.111111111,0.888888889,0.2501,0.222311111,125,9.780873059
h2o2,QR198,0.004282041,QR198,4.09,2.827304965,0,1,0.268,0.268,125,1.997220681
h2o2,AS84,0.017306171,AS84,4.54,2.060092593,0.142857143,0.857142857,0.2741,0.234942857,125,9.207648993
dopa,CO41,-0.017325949,CO41,4.06,3.686546763,0.444444444,0.555555556,0.2993,0.166277778,125,-13.02485333
dopa,AS198,-0.028223892,AS198,4.44,2.917714286,0,1,0.2068,0.2068,125,-17.05989628
dopa,CO187,-0.047033228,CO187,4.65,3.33125,0,1,0.2014,0.2014,125,-29.19142741
h2o2,CO41,0.003273339,CO41,4.06,3.686546763,0.444444444,0.555555556,0.2993,0.166277778,125,2.460745692
h2o2,AS198,-0.003026108,AS198,4.44,2.917714286,0,1,0.2068,0.2068,125,-1.829126931
h2o2,CO187,0.000365902,CO187,4.65,3.33125,0,1,0.2014,0.2014,125,0.227098994
dopa,QR98,0.014537184,QR98,3.42,5.138790698,0.71875,0.28125,0.2028,0.0570375,125,31.85882872
dopa,CO114,0.000672468,CO114,2.82,1.89379085,0.25,0.75,0.2602,0.19515,125,0.430738121
dopa,CO62,-0.006348892,CO62,3.19,2.994761905,0.434782609,0.565217391,0.2804,0.158486956,125,-5.007425031
h2o2,QR98,-0.000227453,QR98,3.42,5.138790698,0.71875,0.28125,0.2028,0.0570375,125,-0.49847147
h2o2,CO114,0.005567642,CO114,2.82,1.89379085,0.25,0.75,0.2602,0.19515,125,3.566258266
h2o2,CO62,0.005646756,CO62,3.19,2.994761905,0.434782609,0.565217391,0.2804,0.158486956,125,4.453644382
dopa,QR52,0.020411392,QR52,3.39,2.257714286,0.111111111,0.888888889,0.2309,0.205244444,125,12.43114796
dopa,CO40,0.007337816,CO40,3.47,9.766451613,0.862068966,0.137931034,0.3875,0.053448276,125,17.16102231
dopa,CO185,0.005241297,CO185,2.05,0.471298701,0.375,0.625,0.2149,0.1343125,125,4.87789434
h2o2,QR52,0.002788766,QR52,3.39,2.257714286,0.111111111,0.888888889,0.2309,0.205244444,125,1.698441727
h2o2,CO40,0.011876978,CO40,3.47,9.766451613,0.862068966,0.137931034,0.3875,0.053448276,125,27.77680296
h2o2,CO185,0.000375791,CO185,2.05,0.471298701,0.375,0.625,0.2149,0.1343125,125,0.349735821
dopa,QR82,0.02200356,QR82,3.09,0.834033149,0.166666667,0.833333333,0.2145,0.17875,125,15.38710498
dopa,QR151,0.006843354,QR151,3.33,1.049560976,0.400000001,0.599999999,0.2265,0.1359,125,6.294476113
dopa,CO164,0.008178402,CO164,2.13,0.675903614,0.249999999,0.750000001,0.2456,0.1842,125,5.549947
h2o2,QR82,0.003283228,QR82,3.09,0.834033149,0.166666667,0.833333333,0.2145,0.17875,125,2.29596353
h2o2,QR151,0.009266218,QR151,3.33,1.049560976,0.400000001,0.599999999,0.2265,0.1359,125,8.523011731
h2o2,CO164,-0.000543908,CO164,2.13,0.675903614,0.249999999,0.750000001,0.2456,0.1842,125,-0.369101675
dopa,QR62,-0.01171875,QR62,3.02,1.249824561,0,1,0.1963,0.1963,125,-7.462270759
dopa,QR38,-0.018730222,QR38,3.1,1.59,0,1,0.2338,0.2338,125,-10.0140192
dopa,CO131,-0.008247627,CO131,3.05,2.351123596,0.142857143,0.857142857,0.3079,0.263914286,125,-3.906394528
h2o2,QR62,0.001473497,QR62,3.02,1.249824561,0,1,0.1963,0.1963,125,0.93829396
h2o2,QR38,0.001928402,QR38,3.1,1.59,0,1,0.2338,0.2338,125,1.031010425
h2o2,CO131,0.009849684,CO131,3.05,2.351123596,0.142857143,0.857142857,0.3079,0.263914286,125,4.665190588
dopa,QR29,-0.01523932,QR29,2.1,0.684878049,0.25,0.75,0.3023,0.226725,125,-8.401874308
dopa,QR125,-0.017236946,QR125,3.3,2.800990099,0.1,0.9,0.2052,0.18468,125,-11.66676562
dopa,QR172,-0.03099288,QR172,2.28,0.58040404,0.230769231,0.769230769,0.248,0.190769231,125,-20.30783449
h2o2,QR29,-0.001285601,QR29,2.1,0.684878049,0.25,0.75,0.3023,0.226725,125,-0.708788877
h2o2,QR125,-0.001720728,QR125,3.3,2.800990099,0.1,0.9,0.2052,0.18468,125,-1.164668513
h2o2,QR172,0.002284415,QR172,2.28,0.58040404,0.230769231,0.769230769,0.248,0.190769231,125,1.496844214
dopa,AS91,0.007149921,AS91,2,0.437183099,0.250000001,0.749999999,0.3184,0.2388,125,3.74263028
dopa,CO145,0.009048655,CO145,3.57,2.142035398,0.8125,0.1875,0.346,0.064875,125,17.43478818
dopa,AS1,-0.000346123,AS1,3.21,1.687724868,0.181818182,0.818181818,0.2493,0.203972727,125,-0.212113785
h2o2,AS91,0.01055182,AS91,2,0.437183099,0.250000001,0.749999999,0.3184,0.2388,125,5.523356166
h2o2,CO145,0.002294304,CO145,3.57,2.142035398,0.8125,0.1875,0.346,0.064875,125,4.420623887
h2o2,AS1,-0.00181962,AS1,3.21,1.687724868,0.181818182,0.818181818,0.2493,0.203972727,125,-1.115112471
dopa,AS115,-0.008297073,AS115,1.99,0.14,0.090909093,0.909090907,0.4583,0.416636363,125,-2.489302879
dopa,AS59,-0.020470728,AS59,3.25,0.922538071,0,1,0.3177,0.3177,125,-8.054268118
dopa,AS56,-0.035591377,AS56,2.25,0.453229167,0.611111111,0.388888889,0.4146,0.161233333,125,-27.59306646
h2o2,AS115,0.000158228,AS115,1.99,0.14,0.090909093,0.909090907,0.4583,0.416636363,125,0.047471807
h2o2,AS59,-0.001374604,AS59,3.25,0.922538071,0,1,0.3177,0.3177,125,-0.540842159
h2o2,AS56,0.006299446,AS56,2.25,0.453229167,0.611111111,0.388888889,0.4146,0.161233333,125,4.883796425
dopa,AS43,-0.000919699,AS43,3,1.278953488,0.111111111,0.888888889,0.2791,0.248088889,125,-0.463392058
dopa,QR116,-0.013498813,QR116,2.45,0.448275862,0.454545454,0.545454546,0.3395,0.185181819,125,-9.111864602
dopa,CO168,0.007466377,CO168,4.29,3.597,0.333333333,0.666666667,0.6407,0.427133333,125,2.185025145
h2o2,AS43,0.001048259,AS43,3,1.278953488,0.111111111,0.888888889,0.2791,0.248088889,125,0.528167292
h2o2,QR116,-0.010423259,QR116,2.45,0.448275862,0.454545454,0.545454546,0.3395,0.185181819,125,-7.035828051
h2o2,CO168,0.002462421,CO168,4.29,3.597,0.333333333,0.666666667,0.6407,0.427133333,125,0.720624187
dopa,CO92,0.009048655,CO92,2.31,0.48,0.166666667,0.833333333,0.2841,0.23675,125,4.777536992
dopa,AS23,0.015259098,AS23,3,1.028901734,0,1,0.252,0.252,125,7.568997074
dopa,QR200,0.032693829,QR200,3.28,2.427,0,1,0.5744,0.5744,125,7.114778272
h2o2,CO92,0.013132911,CO92,2.31,0.48,0.166666667,0.833333333,0.2841,0.23675,125,6.933955329
h2o2,AS23,0.002976661,AS23,3,1.028901734,0,1,0.252,0.252,125,1.476518548
h2o2,QR200,0.017988528,QR200,3.28,2.427,0,1,0.5744,0.5744,125,3.914634506
dopa,QR7,-0.000435127,QR7,3.22,2.8209375,0.1,0.9,0.2204,0.19836,125,-0.274202575
dopa,CO111,0.003599684,CO111,2.92,0.930184049,0.076923077,0.923076923,0.2491,0.229938462,125,1.956873327
dopa,QR37,-0.006615902,QR37,3.51,1.977678571,0.111111111,0.888888889,0.3282,0.291733333,125,-2.834738591
h2o2,QR7,0.000336234,QR7,3.22,2.8209375,0.1,0.9,0.2204,0.19836,125,0.211883808
h2o2,CO111,0.001750396,CO111,2.92,0.930184049,0.076923077,0.923076923,0.2491,0.229938462,125,0.951556535
h2o2,QR37,0.009879351,QR37,3.51,1.977678571,0.111111111,0.888888889,0.3282,0.291733333,125,4.233040138
dopa,AS77,0.009394778,AS77,3.23,1.731139896,0.1,0.9,0.3304,0.29736,125,3.949244384
