Bag ID,Species,Date Deployed,Date Collected,Date Processsed,Harvest,Time.mo,Bag weight,InitialLeafWeight,TotalLeafWeight,Tin #,EmptyTinWght,WetLeafTin,DryLeafTin,AFDMTin,LeafTinAFDM,AFDMLeafTinAshed,DryWeightTin,TotDryWeight,perc.moist,soilg,dryweightsoil,PropInitial,perc.dry,enz.raw,enz.wt
QR101,QUERUB,19-Dec-17,18-Jan-19,24-Jan-19,H2,1.0,7.07,5.08,12.16,22,1.29,3.8,1.71,1.29,1.4,1.31,0.42,2.034741036,0.181818182,0.369952916,1.66478812,0.268129797,0.818181818,0.2427,0.198572727
QR102,QUERUB,19-Dec-17,17-Jun-18,18-Jun-18,H1,0.5,7.04,5.07,26.28,80,1.27,4.01,2.35,1.27,1.44,1.39,1.08,10.35854015,0.705882353,7.311910691,3.046629455,0.176739149,0.294117647,0.34734,0.102158823
QR103,QUERUB,19-Dec-17,13-Jan-19,14-Jan-19,H2,1.0,7.75,4.99,9.51,209,1.09,3.14,1.63,1.3,1.39,1.31,0.54,2.505073171,0.111111111,0.278341463,2.226731707,0.396656728,0.888888889,0.1954,0.173688889
QR104,QUERUB,19-Dec-17,14-Jan-19,15-Jan-19,H2,1.0,6.48,5,8.88,116,1.3,3.06,1.66,1.3,1.4,1.33,0.36,1.816363636,0.3,0.544909091,1.271454545,0.178003636,0.7,0.2471,0.17297
QR105,QUERUB,19-Dec-17,14-Jan-19,15-Jan-19,H2,1.0,6.92,5.02,7.91,314,1.31,3.32,2.02,1.28,1.51,1.46,0.71,2.794079602,0.782608696,2.186670993,0.607408609,0.026303855,0.217391304,0.2031,0.044152174
QR106,QUERUB,19-Dec-17,18-Jan-19,25-Jan-19,H2,1.0,6.53,5.01,13.83,60,1.3,3.57,1.68,1.3,1.37,1.31,0.38,2.315154185,0.142857143,0.330736312,1.984417873,0.339506907,0.857142857,0.3305,0.283285714
QR107,QUERUB,19-Dec-17,24-Jun-19,25-Jun-19,H3,1.5,6.77,5.09,13.46,94,1.28,3.1,1.63,1.28,1.38,1.3,0.35,2.588461538,0.2,0.517692308,2.070769231,0.325464712,0.8,0.2911,0.23288
QR108,QUERUB,19-Dec-17,18-Jan-19,24-Jan-19,H2,1.0,7.45,4.95,11.17,244,1.28,3.16,1.52,1.29,1.51,1.44,0.24,1.425957447,0.681818182,0.972243714,0.453713733,0.029164335,0.318181818,0.2347,0.074677273
QR109,QUERUB,19-Dec-17,13-Jun-18,14-Jun-18,H1,0.5,7.01,5.07,15.09,303,1.3,5.09,2.3,1.26,1.39,1.3,1,3.981530343,0.307692308,1.225086259,2.756444084,0.376392001,0.692307692,0.19475,0.134826923
QR11,QUERUB,19-Dec-17,11-Jun-18,12-Jun-18,H1,0.5,7.43,5.01,14.57,11,1.27,5.04,2.13,1.28,1.37,1.31,0.86,3.323660477,0.333333333,1.107886826,2.215773652,0.294846793,0.666666667,0.2149,0.143266667
QR110,QUERUB,19-Dec-17,13-Jun-18,14-Jun-18,H1,0.5,6.42,5.05,16.84,67,1.31,5.45,2.34,1.31,1.36,1.31,1.03,4.189661836,0,0,4.189661836,0.829636007,1,0.2368,0.2368
QR111,QUERUB,19-Dec-17,18-Jan-19,25-Jan-19,H2,1.0,6.83,5.19,10.72,206,1.29,3.99,1.67,1.29,1.35,1.29,0.38,1.508740741,0,0,1.508740741,0.290701492,1,0.2651,0.2651
QR112,QUERUB,19-Dec-17,15-Jan-19,16-Jan-19,H2,1.0,6.79,4.98,14.64,253,1.28,3.21,1.98,1.29,1.59,1.5,0.7,5.30984456,0.7,3.716891192,1.592953368,0.095961046,0.3,0.2344,0.07032
QR113,QUERUB,19-Dec-17,18-Jun-19,21-Jun-19,H3,1.5,7.08,5.1,10.04,20,1.3,3.56,1.63,1.28,1.4,1.31,0.33,1.466017699,0.25,0.366504425,1.099513274,0.161693128,0.75,0.2607,0.195525
QR114,QUERUB,19-Dec-17,,,,,6.78,5.06,,,,,,,,,0,,#DIV/0!,,,#DIV/0!,#DIV/0!,,#DIV/0!
QR115,QUERUB,19-Dec-17,17-Jun-18,18-Jun-18,H1,0.5,6.57,4.97,19.46,98,1.29,5.24,2.88,1.28,1.44,1.4,1.59,7.833265823,0.75,5.874949367,1.958316456,0.098506864,0.25,0.3502,0.08755
QR116,QUERUB,19-Dec-17,5-Feb-19,6-Feb-19,H2,1.0,7.13,5.08,2.08,58,1.29,2.45,1.54,1.3,1.41,1.35,0.25,0.448275862,0.454545454,0.203761755,0.244514107,0.026254199,0.545454546,0.3395,0.185181819
QR117,QUERUB,19-Dec-17,24-Jun-19,24-Jun-19,H3,1.5,5.84,4.98,19.79,25,1.29,4.31,2.23,1.28,1.56,1.45,0.94,6.159801325,0.607142857,3.739879376,2.419921949,0.190900326,0.392857143,,0
QR118,QUERUB,19-Dec-17,17-Jun-18,18-Jun-18,H1,0.5,7.07,4.96,12.45,254,1.27,4.15,2.12,1.32,1.4,1.32,0.85,3.674479167,0,0,3.674479167,0.740822413,1,0.23004,0.23004
QR119,QUERUB,19-Dec-17,18-Jun-19,20-Jun-19,H3,1.5,7.22,5.1,7.66,119,1.3,2.3,1.49,1.29,1.38,1.3,0.19,1.4554,0.111111111,0.161711111,1.293688889,0.225479545,0.888888889,0.2729,0.242577778
QR12,QUERUB,19-Dec-17,24-Jun-19,25-Jun-19,H3,1.5,6.65,5.05,0.94,63,1.31,1.9,1.54,1.31,1.4,1.31,0.23,0.366440678,0,0,0.366440678,0.07256251,1,0.4861,0.4861
QR120,QUERUB,19-Dec-17,17-Jun-18,18-Jun-18,H1,0.5,6.56,4.99,17.65,64,1.29,5.41,2.94,1.29,1.39,1.33,1.65,7.068567961,0.4,2.827427184,4.241140777,0.509956807,0.6,0.3175,0.1905
QR121,QUERUB,19-Dec-17,18-Jan-19,28-Jan-19,H2,1.0,6.5,5.06,1.13,87,1.28,1.74,1.4,1.29,1.37,1.32,0.12,0.294782609,0.375000002,0.110543478,0.18423913,0.022756809,0.624999998,0.1804,0.11275
QR122,QUERUB,19-Dec-17,18-Jun-19,21-Jun-19,H3,1.5,6.89,5.01,2.03,120,1.3,2.45,1.8,1.29,1.46,1.37,0.5,0.882608696,0.470588236,0.415345269,0.467263427,0.049376199,0.529411764,0.2114,0.111917647
QR123,QUERUB,19-Dec-17,24-Jun-19,25-Jun-19,H3,1.5,6.89,5.02,2.64,224,1.29,2.55,1.6,1.27,1.53,1.45,0.31,0.64952381,0.692307692,0.44967033,0.19985348,0.012249677,0.307692308,0.3753,0.115476923
QR124,QUERUB,19-Dec-17,20-Jun-18,21-Jun-18,H1,0.5,6.82,5.04,22.38,209,1.28,4.82,2.51,1.28,1.38,1.32,1.23,7.776101695,0.4,3.110440678,4.665661017,0.555435835,0.6,0.3118,0.18708
QR125,QUERUB,19-Dec-17,14-Jan-19,15-Jan-19,H2,1.0,7.28,4.98,12.3,245,1.28,3.3,1.74,1.28,1.38,1.29,0.46,2.800990099,0.1,0.28009901,2.520891089,0.455582727,0.9,0.2052,0.18468
QR126,QUERUB,19-Dec-17,24-Jun-19,25-Jun-19,H3,1.5,7.29,5.13,0.18,65,1.28,1.46,1.34,1.3,1.37,1.32,0.06,0.06,0.285714283,0.017142857,0.042857143,0.005967299,0.714285717,0.2249,0.160642858
QR127,QUERUB,19-Dec-17,20-Jun-18,21-Jun-18,H1,0.5,6.78,4.96,22.68,208,1.28,4.1,2.22,1.28,1.38,1.34,0.94,7.56,0.6,4.536,3.024,0.243870968,0.4,0.3035,0.1214
QR128,QUERUB,19-Dec-17,18-Jun-19,21-Jun-19,H3,1.5,6.47,5.02,8.03,324,0.99,2.22,1.19,1.31,1.4,1.33,0.2,1.305691057,0.222222222,0.290153568,1.015537489,0.157343126,0.777777778,0.265,0.206111111
QR129,QUERUB,19-Dec-17,11-Jun-18,12-Jun-18,H1,0.5,6.49,5.15,13.19,57,1.27,4.38,2.02,1.29,1.39,1.3,0.75,3.180868167,0.1,0.318086817,2.86278135,0.500291886,0.9,0.2071,0.18639
QR13,QUERUB,19-Dec-17,18-Jun-19,19-Jun-19,H3,1.5,6.21,5.02,1.09,81,1.29,1.99,1.43,1.28,1.4,1.29,0.14,0.218,0.083333335,0.018166667,0.199833333,0.03649015,0.916666665,0.2624,0.240533333
QR130,QUERUB,19-Dec-17,13-Jun-18,15-Jun-18,H1,0.5,6.39,4.97,15.15,200,1.29,4.4,1.86,1.28,1.37,1.32,0.57,2.776688103,0.444444444,1.234083601,1.542604502,0.172435111,0.555555556,0.19602,0.1089
QR131,QUERUB,19-Dec-17,18-Jan-19,23-Jan-19,H2,1.0,7.35,4.96,9.26,80,1.26,3.24,1.74,1.3,1.39,1.32,0.48,2.244848485,0.222222222,0.498855219,1.745993266,0.273789267,0.777777778,0.2322,0.1806
QR132,QUERUB,19-Dec-17,14-Jan-19,15-Jan-19,H2,1.0,7.27,4.98,14.06,64,1.29,3.18,1.6,1.29,1.4,1.3,0.31,2.306137566,0.090909091,0.20964887,2.096488696,0.382710605,0.909090909,0.2232,0.202909091
QR133,QUERUB,19-Dec-17,24-Jun-19,25-Jun-19,H3,1.5,6.11,5.1,3.56,777,1.28,2.88,1.61,1.28,1.62,1.48,0.33,0.73425,0.588235295,0.431911765,0.302338235,0.024410238,0.411764705,0.3526,0.145188235
QR134,QUERUB,19-Dec-17,18-Jun-19,21-Jun-19,H3,1.5,7.43,5.19,6.76,247,1.29,3.25,1.58,1.29,1.42,1.3,0.29,1.000204082,0.076923077,0.076938776,0.923265306,0.164209036,0.923076923,0.3495,0.322615384
QR135,QUERUB,19-Dec-17,13-Jun-18,15-Jun-18,H1,0.5,7.3,5.03,17.69,233,1.28,4.61,2.09,1.3,1.38,1.34,0.81,4.302972973,0.5,2.151486486,2.151486486,0.213865456,0.5,0.20386,0.10193
QR136,QUERUB,19-Dec-17,13-Jun-18,15-Jun-18,H1,0.5,6.95,5.13,14.23,232,1.29,4.19,2.12,1.28,1.34,1.3,0.83,4.072724138,0.333333333,1.357574713,2.715149425,0.352845929,0.666666667,0.1616,0.107733333
QR137,QUERUB,19-Dec-17,16-Jan-19,17-Jan-19,H2,1.0,5.95,4.95,8.27,73,1.3,3.53,1.86,1.28,1.39,1.28,0.56,2.0767713,0,0,2.0767713,0.419549758,1,0.3147,0.3147
QR138,QUERUB,19-Dec-17,24-Jun-19,24-Jun-19,H3,1.5,6.2,4.95,3.72,114,1.29,1.46,1.65,1.29,1.46,1.4,0.36,7.877647059,0.647058824,5.097301038,2.780346021,0.198242141,0.352941176,0.2972,0.104894118
QR139,QUERUB,19-Dec-17,14-Jan-19,15-Jan-19,H2,1.0,6.85,5.08,22.04,39,1.31,3.61,2.08,1.3,1.56,1.47,0.77,7.378608696,0.653846154,4.824474916,2.554133779,0.174040006,0.346153846,0.2033,0.070373077
QR14,QUERUB,19-Dec-17,17-Jun-19,18-Jun-19,H3,1.5,7.34,5.17,2.32,64,1.3,2.13,1.48,1.31,1.41,1.3,0.18,0.50313253,-0.1,-0.050313253,0.553445783,0.117754422,1.1,0.1898,0.20878
QR140,QUERUB,19-Dec-17,14-Jan-19,15-Jan-19,H2,1.0,7.42,4.97,7.91,324,0.99,2.94,1.39,1.29,1.36,1.3,0.4,1.622564103,0.142857143,0.231794872,1.390769231,0.239856723,0.857142857,0.2731,0.234085714
QR141,QUERUB,19-Dec-17,17-Jun-18,18-Jun-18,H1,0.5,6.02,5.11,10.22,253,1.28,3.91,2.32,1.28,1.35,1.29,1.04,4.041368821,0.142857143,0.577338403,3.464030418,0.581050671,0.857142857,0.20592,0.176502857
QR142,QUERUB,19-Dec-17,11-Jun-18,12-Jun-18,H1,0.5,7.14,5.11,15.3,7,1.29,4.15,1.98,1.29,1.37,1.3,0.69,3.691258741,0.125,0.461407343,3.229851399,0.553056747,0.875,0.1922,0.168175
QR143,QUERUB,19-Dec-17,24-Jun-19,25-Jun-19,H3,1.5,7.43,95,11.26,104,1.28,4.04,1.5,1.32,1.4,1.32,0.22,0.897536232,0,0,0.897536232,0.00944775,1,,0
QR144,QUERUB,19-Dec-17,11-Jun-18,12-Jun-18,H1,0.5,6.97,5.06,12.06,4,1.31,3.74,2.07,1.29,1.39,1.29,0.76,3.771851852,0,0,3.771851852,0.745425267,1,0.2824,0.2824
QR145,QUERUB,19-Dec-17,13-Jan-19,14-Jan-19,H2,1.0,6.9,5.07,11.1,306,1.28,3.28,1.53,1.29,1.36,1.3,0.25,1.3875,0.142857143,0.198214286,1.189285714,0.201062673,0.857142857,0.249,0.213428571
QR146,QUERUB,19-Dec-17,16-Jan-19,17-Jan-19,H2,1.0,6.39,5.06,4.91,48,1.28,3.07,1.68,1.29,1.4,1.31,0.4,1.097206704,0.181818182,0.199492128,0.897714576,0.145156866,0.818181818,0.02577,0.021084545
QR147,QUERUB,19-Dec-17,17-Jun-18,18-Jun-18,H1,0.5,7.17,5.05,16.35,114,1.3,3.97,2.54,1.27,1.38,1.33,1.24,7.593258427,0.545454545,4.141777324,3.451481103,0.310664366,0.454545455,0.2339,0.106318182
QR148,QUERUB,19-Dec-17,18-Jun-19,20-Jun-19,H3,1.5,6.11,4.94,4.39,211,1.3,2.04,1.5,1.3,1.45,1.32,0.2,1.186486486,0.133333333,0.158198198,1.028288288,0.180401454,0.866666667,3075,2665
QR149,QUERUB,19-Dec-17,16-Jun-19,17-Jun-19,H3,1.5,6.98,4.96,5.73,86,1.28,2.17,1.48,1.28,1.41,1.3,0.2,1.287640449,0.153846153,0.198098531,1.089541919,0.185870985,0.846153847,0.1982,0.167707692
QR15,QUERUB,19-Dec-17,18-Jun-19,20-Jun-19,H3,1.5,6.48,5.1,10.26,19,1.3,2.44,1.58,1.31,1.43,1.33,0.28,2.52,0.166666667,0.42,2.1,0.343137255,0.833333333,,0
QR150,QUERUB,19-Dec-17,16-Jun-19,17-Jun-19,H3,1.5,7.29,4.98,4.73,112,1.28,2.09,1.43,1.32,1.44,1.31,0.15,0.875925926,-0.083333333,-0.072993827,0.948919753,0.20642498,1.083333333,0.2092,0.226633333
QR151,QUERUB,19-Dec-17,14-Jan-19,15-Jan-19,H2,1.0,6.43,5.14,4.89,118,1.28,3.33,1.72,1.29,1.44,1.35,0.44,1.049560976,0.400000001,0.41982439,0.629736585,0.073510107,0.599999999,0.2265,0.1359
QR152,QUERUB,19-Dec-17,13-Jun-18,13-Jun-18,H1,0.5,7,4.95,13.79,42,1.28,3.64,1.93,1.3,1.39,1.32,0.65,3.79809322,0.222222222,0.844020716,2.954072505,0.46416403,0.777777778,0.2268,0.1764
QR153,QUERUB,19-Dec-17,13-Jan-19,14-Jan-19,H2,1.0,7.16,5.02,10.99,43,1.29,3.17,1.5,1.29,1.37,1.33,0.21,1.227606383,0.5,0.613803191,0.613803191,0.061135776,0.5,0.3264,0.1632
QR154,QUERUB,19-Dec-17,13-Jun-18,13-Jun-18,H1,0.5,6.89,4.97,13.75,315,1.29,4.79,2.23,1.28,1.35,1.31,0.94,3.692857143,0.428571428,1.582653061,2.110204082,0.242621912,0.571428572,0.1803,0.103028571
QR155,QUERUB,19-Dec-17,17-Jun-19,18-Jun-19,H3,1.5,7.05,4.99,4.28,57,1.2,2.03,1.39,1.26,1.38,1.29,0.19,0.979759036,0.25,0.244939759,0.734819277,0.110443779,0.75,,0
QR156,QUERUB,19-Dec-17,16-Jun-19,17-Jun-19,H3,1.5,6.65,4.97,1.26,225,1.29,2.49,1.66,1.28,1.39,1.29,0.37,0.3885,0.090909091,0.035318182,0.353181818,0.064602491,0.909090909,0.1861,0.169181818
QR157,QUERUB,19-Dec-17,11-Jun-18,12-Jun-18,H1,0.5,6.9,4.95,12.46,35,1.28,4.37,2.38,1.29,1.36,1.31,1.1,4.435598706,0.285714286,1.267313916,3.16828479,0.457183952,0.714285714,0.2406,0.171857143
QR158,QUERUB,19-Dec-17,18-Jun-19,20-Jun-19,H3,1.5,6.97,5.08,2.04,230,1.28,2.03,1.51,1.33,1.43,1.31,0.23,0.6256,-0.2,-0.12512,0.75072,0.177335433,1.2,0.1971,0.23652
QR159,QUERUB,19-Dec-17,17-Jun-18,18-Jun-18,H1,0.5,7.01,4.99,10.46,61,1.26,4.04,2.66,1.32,1.41,1.33,1.4,5.267625899,0.111111111,0.585291767,4.682334133,0.834083123,0.888888889,0.1551,0.137866667
QR16,QUERUB,19-Dec-17,13-Jun-18,14-Jun-18,H1,0.5,6.7,5.15,13.63,304,1.28,4.24,2.1,1.28,1.38,1.29,0.82,3.775878378,0.1,0.377587838,3.398290541,0.593876017,0.9,0.2145,0.19305
QR160,QUERUB,19-Dec-17,17-Jun-19,18-Jun-19,H3,1.5,5.98,5.05,5.53,71,1.28,2.24,1.47,1.3,1.37,1.3,0.19,1.094479167,0,0,1.094479167,0.216728548,1,0.2017,0.2017
QR161,QUERUB,19-Dec-17,17-Jun-19,18-Jun-19,H3,1.5,7.39,4.98,10.81,252,1.28,2.26,1.48,1.31,1.43,1.32,0.2,2.206122449,0.083333333,0.183843537,2.022278912,0.372240094,0.916666667,0.1915,0.175541667
QR162,QUERUB,19-Dec-17,18-Jan-19,23-Jan-19,H2,1.0,7.16,5.02,3.63,303,1.28,2.54,1.66,1.3,1.39,1.3,0.38,1.094761905,0,0,1.094761905,0.218080061,1,0.2554,0.2554
QR163,QUERUB,19-Dec-17,18-Jun-19,20-Jun-19,H3,1.5,6.61,5.06,2.49,87,1.29,2.29,1.47,1.29,1.43,1.27,0.18,0.4482,-0.142857142,-0.064028571,0.512228571,0.115692506,1.142857142,0.218,0.249142857
QR164,QUERUB,19-Dec-17,14-Jan-19,15-Jan-19,H2,1.0,7.07,4.97,12.43,62,1.3,2.89,1.55,1.28,1.36,1.28,0.25,1.954402516,0,0,1.954402516,0.393239943,1,0.2543,0.2543
QR165,QUERUB,19-Dec-17,18-Jun-19,19-Jun-19,H3,1.5,7.1,4.95,1.22,250,1.28,2.5,1.6,1.31,1.46,1.33,0.32,0.32,0.133333334,0.042666667,0.277333333,0.048556678,0.866666666,0.264,0.2288
QR166,QUERUB,19-Dec-17,20-Jun-18,21-Jun-18,H1,0.5,6.91,4.96,12.14,210,1.28,3.97,2.11,1.28,1.4,1.33,0.83,3.745799257,0.416666667,1.56074969,2.185049566,0.256978276,0.583333333,,0
QR167,QUERUB,19-Dec-17,17-Jun-18,18-Jun-18,H1,0.5,6.97,5.02,20.41,102,1.27,3.99,2.08,1.28,1.4,1.33,0.81,6.077977941,0.416666667,2.532490809,3.545487132,0.411992197,0.583333333,,0
QR168,QUERUB,19-Dec-17,11-Jun-18,12-Jun-18,H1,0.5,6.85,5.03,12.12,9,1.26,3.29,1.89,1.29,1.39,1.3,0.63,3.76137931,0.1,0.376137931,3.385241379,0.605709193,0.9,1661,1494.9
QR169,QUERUB,19-Dec-17,13-Jun-18,15-Jun-18,H1,0.5,7.55,5.14,16.38,250,1.28,5.5,2.32,1.3,1.39,1.31,1.04,4.036777251,0.111111111,0.448530806,3.588246445,0.620535485,0.888888889,0.18487,0.164328889
QR17,QUERUB,19-Dec-17,13-Jun-18,15-Jun-18,H1,0.5,6.52,5.08,13.9,247,1.28,4.04,2.01,,,,0.73,3.676449275,1,,,0,0,0.2081,0
QR170,QUERUB,19-Dec-17,18-Jan-19,28-Jan-19,H2,1.0,7.52,5.1,1.84,75,1.27,1.96,1.49,1.29,1.34,1.3,0.22,0.586666667,0.200000001,0.117333333,0.469333333,0.073620915,0.799999999,0.2402,0.19216
QR171,QUERUB,19-Dec-17,17-Jun-19,18-Jun-19,H3,1.5,7.15,5.06,4.65,238,1.29,2.26,1.5,1.3,1.41,1.32,0.21,1.006701031,0.181818182,0.183036551,0.82366448,0.133183261,0.818181818,0.2053,0.167972727
QR172,QUERUB,19-Dec-17,16-Jan-19,17-Jan-19,H2,1.0,6.91,4.98,2.21,203,1.29,2.28,1.55,1.29,1.42,1.32,0.26,0.58040404,0.230769231,0.133939394,0.446464646,0.068962719,0.769230769,0.248,0.190769231
QR173,QUERUB,19-Dec-17,13-Jun-18,14-Jun-18,H1,0.5,7.56,4.96,15.04,40,1.29,4.42,2.13,0.99,1.08,1,0.84,4.03629393,0.111111111,0.448477103,3.587816826,0.642977926,0.888888889,0.17426,0.154897778
QR174,QUERUB,19-Dec-17,13-Jun-18,13-Jun-18,H1,0.5,7.18,5.07,11.27,95,1.29,3.85,2.1,1.31,1.38,1.31,0.81,3.565898438,0,0,3.565898438,0.703333025,1,0.223,0.223
QR175,QUERUB,19-Dec-17,17-Jun-19,18-Jun-19,H3,1.5,6.87,5.07,2.84,66A,1.3,2,1.48,1.27,1.42,1.28,0.18,0.730285714,0.066666666,0.048685714,0.6816,0.125475345,0.933333334,0.2267,0.211586667
QR176,QUERUB,19-Dec-17,13-Jun-18,13-Jun-18,H1,0.5,7.58,5.03,19.9,322,0.99,4,1.84,1.31,1.39,1.32,0.85,5.619601329,0.125,0.702450166,4.917151163,0.855369238,0.875,,0
QR177,QUERUB,19-Dec-17,24-Jun-19,25-Jun-19,H3,1.5,6.7,4.97,0.4,47,1.28,1.64,1.38,1.3,1.38,1.34,0.1,0.111111111,0.499999996,0.055555556,0.055555556,0.00558909,0.500000005,,0
QR178,QUERUB,19-Dec-17,11-Jun-18,12-Jun-18,H1,0.5,7.25,5.02,12.5,4,0.99,4.58,2.01,1.31,1.38,1.31,1.02,3.551532033,0,0,3.551532033,0.707476501,1,0.2078,0.2078
QR179,QUERUB,19-Dec-17,18-Jan-19,22-Jan-19,H2,1.0,6.95,5.11,2.55,211,1.31,2.11,1.53,1.27,1.36,1.28,0.22,0.70125,0.111111112,0.077916667,0.623333333,0.108429369,0.888888888,0.1979,0.175911111
QR18,QUERUB,19-Dec-17,13-Jun-18,13-Jun-18,H1,0.5,6.55,5.09,12.67,321,1.01,4,1.91,1.28,1.37,1.29,0.9,3.813712375,0.111111111,0.423745819,3.389966555,0.592004637,0.888888889,0.1491,0.132533333
QR180,QUERUB,19-Dec-17,11-Jun-18,12-Jun-18,H1,0.5,7.31,4.97,10,6,1.29,3.01,1.94,1.28,1.35,1.3,0.65,3.779069767,0.285714286,1.079734219,2.699335548,0.387947046,0.714285714,0.2501,0.178642857
QR181,QUERUB,19-Dec-17,18-Jan-19,28-Jan-19,H2,1.0,6.24,5.03,4.71,101,1.3,2.84,1.56,1.27,1.31,1.27,0.26,0.795194805,0,0,0.795194805,0.158090418,1,0.4032,0.4032
QR182,QUERUB,19-Dec-17,16-Jan-19,17-Jan-19,H2,1.0,7.09,4.91,0.73,223,1.28,2.01,1.62,1.3,1.45,1.33,0.34,0.34,0.2,0.068,0.272,0.044317719,0.8,0.3186,0.25488
QR183,QUERUB,19-Dec-17,13-Jun-18,14-Jun-18,H1,0.5,7.33,4.94,12.49,23,1.29,4.45,2.1,1.28,1.35,1.3,0.81,3.201550633,0.285714286,0.914728752,2.286821881,0.330656721,0.714285714,0.1943,0.138785714
QR184,QUERUB,19-Dec-17,18-Jan-19,24-Jan-19,H2,1.0,6.45,4.99,10.75,76,1.29,3.43,1.84,1.29,1.41,1.29,0.55,2.762850467,0,0,2.762850467,0.553677448,1,0.356,0.356
QR185,QUERUB,19-Dec-17,16-Jun-19,17-Jun-19,H3,1.5,7.05,5.1,8.36,227,1.28,2.49,1.5,1.3,1.41,1.29,0.22,1.52,-0.090909091,-0.138181818,1.658181818,0.354691298,1.090909091,0.2686,0.293018182
QR186,QUERUB,19-Dec-17,16-Jan-19,17-Jan-19,H2,1.0,7.03,4.95,3.23,7,1.29,2.53,1.59,1.29,1.39,1.3,0.3,0.781451613,0.1,0.078145161,0.703306452,0.1278739,0.9,0.2808,0.25272
QR187,QUERUB,19-Dec-17,17-Jun-19,18-Jun-19,H3,1.5,7.18,4.97,2.29,253,1.28,2.01,1.46,1.3,1.4,1.3,0.18,0.564657534,0,0,0.564657534,0.113613186,1,0.2463,0.2463
QR188,QUERUB,19-Dec-17,13-Jun-18,14-Jun-18,H1,0.5,6.64,5.04,14.08,223,1.32,4.66,2.19,1.27,1.36,1.28,0.87,3.66754491,0.111111111,0.40750499,3.26003992,0.574962949,0.888888889,0.2214,0.1968
QR189,QUERUB,19-Dec-17,13-Jan-19,14-Jan-19,H2,1.0,6.52,4.95,12.59,71,1.27,3.19,1.73,1.01,1.1,1.01,0.46,3.016354167,0,0,3.016354167,0.609364478,1,0.4122,0.4122
QR19,QUERUB,19-Dec-17,18-Jan-19,23-Jan-19,H2,1.0,7.22,5.14,5.17,6,1.29,3.19,1.7,1.31,1.42,1.31,0.41,1.115631579,0,0,1.115631579,0.217048945,1,0.3279,0.3279
QR190,QUERUB,19-Dec-17,,,,,6.99,5,,,,,,,,,0,,#DIV/0!,,,#DIV/0!,#DIV/0!,,#DIV/0!
QR191,QUERUB,19-Dec-17,13-Jun-18,13-Jun-18,H1,0.5,7,5.05,11.22,97,1.27,3.98,2,1.29,1.39,1.29,0.73,3.022361624,0,0,3.022361624,0.59848745,1,0.189,0.189
QR192,QUERUB,19-Dec-17,18-Jun-19,19-Jun-19,H3,1.5,7.15,4.95,4.04,110,1.3,2.84,1.77,1.28,1.42,1.33,0.47,1.232987013,0.357142857,0.440352505,0.792634508,0.102939546,0.642857143,0.2003,0.128764286
QR193,QUERUB,19-Dec-17,16-Jun-19,17-Jun-19,H3,1.5,6.86,4.92,6.86,237,1.28,2.1,1.44,1.29,1.36,1.29,0.16,1.338536585,0,0,1.338536585,0.272060282,1,0.1939,0.1939
QR194,QUERUB,19-Dec-17,17-Jun-19,18-Jun-19,H3,1.5,7.12,4.95,11.01,12,1.3,2.01,1.44,1.29,1.38,1.3,0.14,2.170985915,0.111111111,0.241220657,1.929765258,0.346534727,0.888888889,0.2579,0.229244444
QR195,QUERUB,19-Dec-17,15-Jan-19,16-Jan-19,H2,1.0,6.26,4.91,9.07,226,1.29,2.97,1.75,1.29,1.39,1.29,0.46,2.483452381,0,0,2.483452381,0.505794782,1,0.2793,0.2793
QR196,QUERUB,19-Dec-17,18-Jun-19,21-Jun-19,H3,1.5,6.58,4.98,1.22,10,1.28,2.46,1.67,1.29,1.47,1.38,0.39,0.403220339,0.500000001,0.201610169,0.201610169,0.020241985,0.499999999,,0
QR197,QUERUB,19-Dec-17,18-Jan-19,22-Jan-19,H2,1.0,7.16,4.99,13.12,212,1.28,3.13,1.58,1.29,1.34,1.29,0.3,2.127567568,0,0,2.127567568,0.426366246,1,0.3537,0.3537
QR198,QUERUB,19-Dec-17,13-Jun-18,14-Jun-18,H1,0.5,7.15,4.99,11.9,213,1.27,4.09,1.94,1.33,1.44,1.33,0.67,2.827304965,0,0,2.827304965,0.566594181,1,0.268,0.268
QR199,QUERUB,19-Dec-17,,,,,6.95,4.92,,,,,,,,,0,,#DIV/0!,,,#DIV/0!,#DIV/0!,,#DIV/0!
QR2,QUERUB,19-Dec-17,11-Jun-18,12-Jun-18,H1,0.5,6.32,5.25,14.96,3,1.29,4.34,2.13,0.99,1.05,1,0.84,4.120131148,0.166666667,0.686688525,3.433442623,0.544990892,0.833333333,0.3221,0.268416667
QR20,QUERUB,19-Dec-17,18-Jan-19,24-Jan-19,H2,1.0,6.69,5.03,14.15,239,1.28,3.02,1.58,1,1.1,1.03,0.3,2.439655172,0.3,0.731896552,1.707758621,0.237660246,0.7,0.3484,0.24388
QR200,QUERUB,19-Dec-17,18-Jan-19,22-Jan-19,H2,1.0,7.91,4.94,16.18,230,1.28,3.28,1.58,1.28,1.36,1.28,0.3,2.427,0,0,2.427,0.491295547,1,0.5744,0.5744
QR201,QUERUB,19-Dec-17,18-Jan-19,23-Jan-19,H2,1.0,6.36,4.97,0.92,24,1.3,1.78,1.6,1.27,1.37,1.28,0.3,0.575,0.1,0.0575,0.5175,0.093712274,0.9,0.1354,0.12186
