Bag ID,Species,Date Deployed,Date Collected,Date Processsed,Harvest,Time.mo,Bag weight,InitialLeafWeight,TotalLeafWeight,Tin #,EmptyTinWght,WetLeafTin,DryLeafTin,AFDMTin,LeafTinAFDM,AFDMLeafTinAshed,DryWeightTin,TotDryWeight,perc.moist,soilg,dryweightsoil,PropInitial,perc.dry,enz.raw,enz.wt
AS200,ACESAC,19-Dec-17,13-Jan-19,14-Jan-19,H2,1.0,6.56,4.11,16.36,240,1.27,3.9,1.62,1.28,1.32,1.29,0.35,2.177186312,0.25,0.544296578,1.632889734,0.297972579,0.75,0.3902,0.29265
AS201,ACESAC,19-Dec-17,16-Jun-19,17-Jun-19,H3,1.5,6.48,4.08,8.35,58,1.29,2.81,1.53,1.3,1.43,1.27,0.24,1.318421053,-0.230769231,-0.304251012,1.622672065,0.489493836,1.230769231,0.2568,0.316061538
AS202,ACESAC,19-Dec-17,,,,,7.31,4.08,,,,,,,,,0,,#DIV/0!,,,#DIV/0!,#DIV/0!,,#DIV/0!
AS203,ACESAC,19-Dec-17,18-Jun-19,19-Jun-19,H3,1.5,6.98,4.06,0.96,302,1.31,2.22,1.52,1.2,1.37,1.34,0.21,0.221538462,0.82352941,0.182443439,0.039095023,0.001699291,0.17647059,,0
AS204,ACESAC,19-Dec-17,13-Jun-18,13-Jun-18,H1,0.5,6.67,4.05,10.93,27,1.29,4.07,1.98,1.28,1.37,1.3,0.69,2.712841727,0.222222222,0.602853717,2.10998801,0.405210317,0.777777778,0.1346,0.104688889
AS21,ACESAC,19-Dec-17,15-Jan-19,16-Jan-19,H2,1.0,6.98,4.19,3.89,41,1.29,2.84,1.59,1.28,1.38,1.32,0.3,0.752903226,0.400000001,0.30116129,0.451741935,0.064688582,0.599999999,0.2276,0.13656
AS22,ACESAC,19-Dec-17,18-Jun-19,20-Jun-19,H3,1.5,7.02,4.09,8.58,59,1.31,2.36,1.51,1.29,1.38,1.3,0.2,1.634285714,0.111111111,0.181587302,1.452698413,0.31571821,0.888888889,0.2597,0.230844445
AS23,ACESAC,19-Dec-17,16-Jan-19,17-Jan-19,H2,1.0,7,4.05,4.45,201,1.27,3,1.67,1.28,1.35,1.28,0.4,1.028901734,0,0,1.028901734,0.254049811,1,0.252,0.252
AS24,ACESAC,19-Dec-17,13-Jun-18,13-Jun-18,H1,0.5,6.24,4.15,18.45,314,1.32,3.98,1.73,1.27,1.36,1.29,0.41,2.843796992,0.222222222,0.631954887,2.211842105,0.414535334,0.777777778,0.3048,0.237066667
AS25,ACESAC,19-Dec-17,18-Jan-19,29-Jan-19,H2,1.0,7.43,4.11,4.57,312,1.29,3.02,1.59,1.28,1.34,1.31,0.3,0.792485549,0.499999999,0.396242775,0.396242775,0.048204717,0.500000001,0.3034,0.1517
AS26,ACESAC,19-Dec-17,13-Jun-18,13-Jun-18,H1,0.5,6.58,4.08,9.45,28,1.29,3.99,2.03,1.28,1.36,1.29,0.74,2.59,0.125,0.32375,2.26625,0.486021752,0.875,0.2034,0.177975
AS27,ACESAC,19-Dec-17,13-Jun-18,14-Jun-18,H1,0.5,7.45,4.16,19.82,12A,1.27,5.42,2.47,1.28,1.37,1.35,1.2,5.731084337,0.777777778,4.45751004,1.273574297,0.068032815,0.222222222,0.3278,0.072844444
AS28,ACESAC,19-Dec-17,13-Jun-18,13-Jun-18,H1,0.5,6.56,4.03,20.81,312,1.3,5.34,1.77,1.29,1.37,1.29,0.47,2.420965347,0,0,2.420965347,0.600735818,1,0.2692,0.2692
AS29,ACESAC,19-Dec-17,14-Jan-19,15-Jan-19,H2,1.0,7.08,4.08,13.5,242,1.28,3.14,1.47,1.29,1.39,1.31,0.19,1.379032258,0.2,0.275806452,1.103225806,0.216318785,0.8,0.2931,0.23448
AS3,ACESAC,19-Dec-17,18-Jan-19,24-Jan-19,H2,1.0,7.39,4.08,6.19,315,1.28,3.78,1.5,1.27,1.37,1.28,0.22,0.54472,0.1,0.054472,0.490248,0.108142941,0.9,,0
AS30,ACESAC,19-Dec-17,20-Jun-18,21-Jun-18,H1,0.5,7.26,4.04,16.33,119,1.33,4.44,1.76,1.28,1.35,1.32,0.43,2.257845659,0.571428571,1.29019752,0.96764814,0.102650086,0.428571429,0.3537,0.151585714
AS31,ACESAC,19-Dec-17,13-Jun-18,13-Jun-18,H1,0.5,5.81,4.06,10.79,66A,1.29,3.92,1.99,1.27,1.37,1.29,0.7,2.871863118,0.2,0.574372624,2.297490494,0.452707486,0.8,0.2161,0.17288
AS32,ACESAC,19-Dec-17,13-Jun-18,15-Jun-18,H1,0.5,6.53,4.02,23,103,1.3,5.45,2.38,1.3,1.45,1.39,1.08,5.985542169,0.6,3.591325301,2.394216867,0.238230534,0.4,0.443,0.1772
AS33,ACESAC,19-Dec-17,14-Jan-19,15-Jan-19,H2,1.0,7.54,4.01,7.77,28,1.29,3.15,1.56,1.28,1.35,1.29,0.27,1.127903226,0.142857143,0.161129032,0.966774194,0.206649276,0.857142857,0.2335,0.200142857
AS34,ACESAC,19-Dec-17,14-Jan-19,15-Jan-19,H2,1.0,7.43,4.05,7.03,78,1.29,3.12,1.56,1.28,1.39,1.32,0.27,1.037213115,0.363636364,0.377168405,0.660044709,0.103710729,0.636363636,0.2748,0.174872727
AS35,ACESAC,19-Dec-17,13-Jun-18,14-Jun-18,H1,0.5,6.64,4.12,10.65,311,1.3,3.99,1.97,1.27,1.37,1.32,0.67,2.65260223,0.5,1.326301115,1.326301115,0.160958873,0.5,0.1655,0.08275
AS36,ACESAC,19-Dec-17,24-Jun-19,24-Jun-19,H3,1.5,6.5,4.09,8.77,196,1.31,3.88,1.71,1.28,1.43,1.32,0.4,1.364980545,0.266666667,0.363994812,1.000985733,0.179475845,0.733333333,0.3572,0.261946667
AS37,ACESAC,19-Dec-17,20-Jun-18,21-Jun-18,H1,0.5,6.89,4.01,17.09,196,1.32,3.99,1.85,1.29,1.38,1.29,0.53,3.392397004,0,0,3.392397004,0.84598429,1,0.3213,0.3213
AS38,ACESAC,19-Dec-17,24-Jun-19,24-Jun-19,H3,1.5,6.56,4.08,0.81,22,1.29,2.04,1.57,1.28,1.54,1.53,0.28,0.3024,0.961538462,0.290769231,0.011630769,0.000109641,0.038461538,,0
AS39,ACESAC,19-Dec-17,13-Jun-18,14-Jun-18,H1,0.5,6.78,4.08,14.37,19A,1.27,4.26,1.88,1.29,1.38,1.29,0.61,2.931672241,0,0,2.931672241,0.718547118,1,0.2036,0.2036
AS4,ACESAC,19-Dec-17,13-Jun-18,14-Jun-18,H1,0.5,6.67,4.09,13.53,222,1.29,4.17,1.85,1.29,1.37,1.29,0.56,2.630833333,0,0,2.630833333,0.643235534,1,0.2494,0.2494
AS40,ACESAC,19-Dec-17,17-Jun-18,18-Jun-18,H1,0.5,6.95,4.12,10.98,96,1.3,3.92,2.21,1.28,1.38,1.33,0.91,3.813664122,0.5,1.906832061,1.906832061,0.231411658,0.5,0.1883,0.09415
AS41,ACESAC,19-Dec-17,17-Jun-18,18-Jun-18,H1,0.5,7.2,4.07,9.27,125,1.31,4.02,2.1,1.27,1.34,1.3,0.79,2.702324723,0.428571429,1.158139167,1.544185556,0.216803869,0.571428571,0.1986,0.113485714
AS42,ACESAC,19-Dec-17,20-Jun-18,21-Jun-18,H1,0.5,6.82,4.06,23.57,207,1.29,4.32,2.08,1.28,1.44,1.41,0.79,6.145313531,0.8125,4.993067244,1.152246287,0.053213345,0.1875,0.2878,0.0539625
AS43,ACESAC,19-Dec-17,16-Jan-19,17-Jan-19,H2,1.0,6.18,4.09,6.47,217,1.28,3,1.62,1.29,1.38,1.3,0.34,1.278953488,0.111111111,0.142105943,1.136847545,0.247073631,0.888888889,0.2791,0.248088889
AS44,ACESAC,19-Dec-17,,,,,7.01,4.11,,,,,,,,,0,,#DIV/0!,,,#DIV/0!,#DIV/0!,,#DIV/0!
AS45,ACESAC,19-Dec-17,24-Jun-19,25-Jun-19,H3,1.5,6.91,4.07,0.9,241,1.29,1.58,1.36,1.28,1.36,1.3,0.07,0.217241379,0.250000001,0.054310345,0.162931034,0.030024146,0.749999999,0.2041,0.153075
AS46,ACESAC,19-Dec-17,17-Jun-19,18-Jun-19,H3,1.5,6.56,4.08,7.06,74,1.29,2.12,1.47,1.3,1.41,1.33,0.18,1.531084337,0.272727272,0.417568456,1.113515882,0.19848768,0.727272728,0.277,0.201454546
AS47,ACESAC,19-Dec-17,14-Jun-19,15-Jun-19,H1,0.5,6.53,4.09,1.29,35,1.29,1.58,1.37,1.29,1.34,1.32,0.08,0.355862069,0.599999999,0.213517241,0.142344828,0.013921255,0.400000001,,0
AS48,ACESAC,19-Dec-17,11-Jun-18,12-Jun-18,H1,0.5,7.79,4.07,21.97,107,1.29,5.25,1.82,1.28,1.36,1.32,0.53,2.940429293,0.5,1.470214646,1.470214646,0.18061605,0.5,0.335,0.1675
AS49,ACESAC,19-Dec-17,17-Jun-18,18-Jun-18,H1,0.5,6.56,4.04,19.16,94,1.3,4.02,2.79,1.28,1.51,1.47,1.49,10.49573529,0.826086956,8.670390026,1.825345269,0.078577067,0.173913044,0.4007,0.069686957
AS5,ACESAC,19-Dec-17,13-Jun-18,14-Jun-18,H1,0.5,6.59,4.17,14.08,39,1.31,4.43,1.96,1.3,1.37,1.3,0.65,2.933333333,0,0,2.933333333,0.70343725,1,0.2281,0.2281
AS50,ACESAC,19-Dec-17,18-Jan-19,25-Jan-19,H2,1.0,7.27,4.08,11.98,233,1.28,2.8,1.51,1.3,1.36,1.33,0.23,1.812763158,0.5,0.906381579,0.906381579,0.111076174,0.5,0.2583,0.12915
AS51,ACESAC,19-Dec-17,18-Jun-19,21-Jun-19,H3,1.5,6.51,4.12,0.47,215,1.27,1.73,,1.28,1.39,1.31,-1.27,-1.297608696,0.272727273,-0.353893281,-0.943715415,-0.166587011,0.727272727,0.1688,0.122763636
AS52,ACESAC,19-Dec-17,16-Jan-19,17-Jan-19,H2,1.0,6.98,4.1,0.82,42,1.28,2.1,1.41,1.28,1.36,1.29,0.13,0.13,0.125,0.01625,0.11375,0.024275915,0.875,,0
AS53,ACESAC,19-Dec-17,24-Jun-19,25-Jun-19,H3,1.5,7.35,4.02,3.9,323,0.97,2.4,1.35,1.28,1.48,1.41,0.38,1.036363636,0.65,0.673636364,0.362727273,0.031580733,0.35,0.2657,0.092995
AS54,ACESAC,19-Dec-17,14-Jan-19,15-Jan-19,H2,1.0,7.14,4.08,7.01,51,1.28,3.11,1.96,1.29,1.58,1.49,0.68,2.604808743,0.689655173,1.796419823,0.80838892,0.061490029,0.310344827,0.2275,0.070603448
AS55,ACESAC,19-Dec-17,18-Jun-19,20-Jun-19,H3,1.5,6.55,4.01,6.38,306,1.28,2.22,1.53,1.27,1.39,1.31,0.25,1.696808511,0.333333333,0.565602837,1.131205674,0.188064119,0.666666667,0.3098,0.206533333
AS56,ACESAC,19-Dec-17,5-Feb-19,6-Feb-19,H2,1.0,7.35,4.13,2.29,106,1.29,2.25,1.48,1.3,1.48,1.41,0.19,0.453229167,0.611111111,0.27697338,0.176255787,0.01659659,0.388888889,0.4146,0.161233333
AS57,ACESAC,19-Dec-17,17-Jun-18,18-Jun-18,H1,0.5,7.22,4.09,20.48,87,1.28,4.04,2.28,1.28,1.53,1.48,1,7.420289855,0.8,5.936231884,1.484057971,0.072570072,0.2,0.333,0.0666
AS58,ACESAC,19-Dec-17,13-Jun-18,13-Jun-18,H1,0.5,7.38,4.12,21.02,78,1.3,5.43,1.99,1.28,1.34,1.28,0.69,3.511815981,0,0,3.511815981,0.85238252,1,,0
AS59,ACESAC,19-Dec-17,16-Jan-19,17-Jan-19,H2,1.0,6.53,4.06,4.66,91,1.28,3.25,1.67,1.29,1.37,1.29,0.39,0.922538071,0,0,0.922538071,0.227226126,1,0.3177,0.3177
AS6,ACESAC,19-Dec-17,17-Jun-19,18-Jun-19,H3,1.5,7.45,4.09,1.05,17A,1.29,2,1.38,1.31,1.39,1.32,0.09,0.133098592,0.125,0.016637324,0.116461268,0.024915308,0.875,0.2042,0.178675
AS60,ACESAC,19-Dec-17,18-Jun-19,19-Jun-19,H3,1.5,7.31,4.13,13.36,108,1.28,4.48,1.8,1.28,1.41,1.32,0.52,2.171,0.307692308,0.668,1.503,0.251946359,0.692307692,0.3174,0.219738462
AS61,ACESAC,19-Dec-17,13-Jun-18,15-Jun-18,H1,0.5,6.82,4.08,16.49,249,1.28,6.32,2.43,1.3,1.38,1.32,1.15,3.762599206,0.25,0.940649802,2.821949405,0.5187407,0.75,0.20993,0.1574475
AS62,ACESAC,19-Dec-17,18-Jun-19,20-Jun-19,H3,1.5,7.37,4.01,2.07,40,1.3,2.37,1.42,1.3,1.35,1.31,0.12,0.232149533,0.200000002,0.046429907,0.185719626,0.037051297,0.799999998,0.2197,0.17576
AS63,ACESAC,19-Dec-17,14-Jan-19,15-Jan-19,H2,1.0,7,4.03,12.5,309,1.28,2.91,1.59,1.29,1.42,1.34,0.31,2.377300613,0.384615384,0.91434639,1.462954224,0.223394423,0.615384616,0.2842,0.174892308
AS64,ACESAC,19-Dec-17,,,,,6.66,4,,,,,,,,,0,,#DIV/0!,,,#DIV/0!,#DIV/0!,,#DIV/0!
AS65,ACESAC,19-Dec-17,17-Jun-18,18-Jun-18,H1,0.5,6.83,4.15,9.68,55,1.29,3.95,2.17,1.28,1.35,1.29,0.88,3.202406015,0.142857143,0.457486574,2.744919441,0.56693689,0.857142857,0.1903,0.163114286
AS66,ACESAC,19-Dec-17,17-Jun-18,18-Jun-18,H1,0.5,7.32,3.99,25.43,68,1.27,7.1,3.97,1.28,1.58,1.54,2.7,11.77718696,0.866666667,10.20689537,1.570291595,0.052474239,0.133333333,0.3177,0.04236
AS67,ACESAC,19-Dec-17,18-Jun-19,21-Jun-19,H3,1.5,7.16,4.07,9.31,203,1.29,3.49,1.64,1.28,1.44,1.34,0.35,1.481136364,0.375,0.555426136,0.925710227,0.142154519,0.625,0.2501,0.1563125
AS68,ACESAC,19-Dec-17,13-Jun-18,13-Jun-18,H1,0.5,6.62,3.99,15.3,38,1.29,4,1.74,1.27,1.34,1.28,0.45,2.540590406,0.142857143,0.362941487,2.177648919,0.467808575,0.857142857,0.3728,0.319542857
AS69,ACESAC,19-Dec-17,17-Jun-18,18-Jun-18,H1,0.5,7.33,4.12,17.06,85,1.28,4.02,2.55,1.29,1.49,1.46,1.27,7.907372263,0.85,6.721266423,1.186105839,0.043183465,0.15,0.36838,0.055257
AS7,ACESAC,19-Dec-17,18-Jun-19,20-Jun-19,H3,1.5,6.49,4.09,3.02,85,1.3,2.34,1.49,1.28,1.37,1.3,0.19,0.551730769,0.222222221,0.122606838,0.429123932,0.08160466,0.777777779,0.2443,0.190011111
AS70,ACESAC,19-Dec-17,13-Jun-18,13-Jun-18,H1,0.5,6.67,4.13,17.48,243,1.29,4.2,1.76,0.99,1.07,1.01,0.47,2.823230241,0.25,0.70580756,2.11742268,0.384519857,0.75,0.2163,0.162225
AS71,ACESAC,19-Dec-17,18-Jun-19,19-Jun-19,H3,1.5,7.14,4.15,0.53,301,1.3,1.8,1.47,1.28,1.45,1.39,0.17,0.1802,0.647058824,0.1166,0.0636,0.00540893,0.352941176,,0
AS72,ACESAC,19-Dec-17,18-Jun-19,20-Jun-19,H3,1.5,7.05,4.06,2.02,222,1.3,2.14,1.49,1.29,1.42,1.32,0.19,0.456904762,0.230769232,0.10543956,0.351465201,0.066590603,0.769230768,0.2797,0.215153846
AS73,ACESAC,19-Dec-17,18-Jan-19,23-Jan-19,H2,1.0,7.07,4.07,6.9,229,1.28,3.29,1.76,1.29,1.45,1.34,0.48,1.647761194,0.3125,0.514925373,1.132835821,0.191357402,0.6875,0.2214,0.1522125
AS74,ACESAC,19-Dec-17,17-Jun-18,18-Jun-18,H1,0.5,6.4,4.1,11.35,74,1.29,3.97,1.96,1.3,1.36,1.31,0.67,2.8375,0.166666667,0.472916667,2.364583333,0.480606368,0.833333333,0.2335,0.194583333
AS75,ACESAC,19-Dec-17,18-Jan-19,23-Jan-19,H2,1.0,7.23,4.06,14.77,219,1.28,3.16,1.54,1.28,1.36,1.32,0.26,2.042659574,0.5,1.021329787,1.021329787,0.12577953,0.5,0.3127,0.15635
AS76,ACESAC,19-Dec-17,13-Jun-18,13-Jun-18,H1,0.5,7.22,4.03,10.12,118,1.28,4.01,1.91,1.29,1.37,1.31,0.63,2.335384615,0.25,0.583846154,1.751538462,0.325968697,0.75,0.2446,0.18345
AS77,ACESAC,19-Dec-17,15-Jan-19,16-Jan-19,H2,1.0,7.15,4.14,9.03,27,1.3,3.23,1.67,1.28,1.38,1.29,0.37,1.731139896,0.1,0.17311399,1.558025907,0.338701284,0.9,0.3304,0.29736
AS78,ACESAC,19-Dec-17,18-Jan-19,25-Jan-19,H2,1.0,7,4.09,10.44,81,1.28,3.53,1.81,1.31,1.53,1.44,0.53,2.4592,0.590909091,1.453163636,1.006036364,0.100625998,0.409090909,0.3395,0.138886364
AS79,ACESAC,19-Dec-17,18-Jan-19,24-Jan-19,H2,1.0,7.67,4.04,6.16,329,1.3,3.51,1.7,1.29,1.38,1.31,0.4,1.114932127,0.222222222,0.247762695,0.867169432,0.16694681,0.777777778,0.2727,0.2121
AS8,ACESAC,19-Dec-17,18-Jan-19,28-Jan-19,H2,1.0,6.95,4.04,3.09,120,1.31,2.43,1.46,1.29,1.35,1.29,0.15,0.413839286,0,0,0.413839286,0.102435467,1,0.2677,0.2677
AS80,ACESAC,19-Dec-17,24-Jun-19,25-Jun-19,H3,1.5,6.32,4.08,2.9,230,1.28,2.72,1.62,1.28,1.59,1.5,0.34,0.684722222,0.709677419,0.4859319,0.198790323,0.014145422,0.290322581,0.4622,0.134187097
AS81,ACESAC,19-Dec-17,18-Jan-19,23-Jan-19,H2,1.0,6.81,4.16,9.63,208,1.27,3.51,1.74,1.28,1.34,1.28,0.47,2.020580357,0,0,2.020580357,0.485716432,1,0.2753,0.2753
AS82,ACESAC,19-Dec-17,18-Jan-19,24-Jan-19,H2,1.0,6.64,4.22,1.39,224,1.28,1.94,1.41,1.28,1.38,1.3,0.13,0.273787879,0.200000001,0.054757576,0.219030303,0.041522332,0.799999999,0.2855,0.2284
AS83,ACESAC,19-Dec-17,18-Jan-19,24-Jan-19,H2,1.0,7.21,4.02,1.73,44,1.29,1.9,1.57,1.01,1.1,1.01,0.28,0.794098361,0,0,0.794098361,0.197536906,1,0.3973,0.3973
AS84,ACESAC,19-Dec-17,13-Jun-18,14-Jun-18,H1,0.5,6.76,4.08,11.71,24,1.3,4.54,1.87,1.28,1.35,1.29,0.57,2.060092593,0.142857143,0.294298942,1.765793651,0.370965053,0.857142857,0.2741,0.234942857
AS85,ACESAC,19-Dec-17,16-Jan-19,17-Jan-19,H2,1.0,7.14,4.07,0.57,15,1.3,1.87,1.44,1.31,1.45,1.34,0.14,0.14,0.214285714,0.03,0.11,0.021235521,0.785714286,,0
AS86,ACESAC,19-Dec-17,15-Jan-19,16-Jan-19,H2,1.0,6.07,4.13,9.59,304,1.29,2.3,1.56,1.3,1.42,1.35,0.27,2.563663366,0.416666667,1.068193069,1.495470297,0.211224618,0.583333333,0.204,0.119
AS87,ACESAC,19-Dec-17,16-Jan-19,17-Jan-19,H2,1.0,7.07,4.1,0.86,65,1.29,2.15,1.48,1.28,1.36,1.31,0.19,0.19,0.375,0.07125,0.11875,0.018102134,0.625,0.2999,0.1874375
AS88,ACESAC,19-Dec-17,16-Jan-19,17-Jan-19,H2,1.0,5,4.05,0.29,10,1.26,1.55,1.34,1.3,1.34,1.3,0.08,0.08,0,0,0.08,0.019753086,1,,0
AS89,ACESAC,19-Dec-17,18-Jan-19,29-Jan-19,H2,1.0,6.46,4.15,3.61,248,1.29,3.92,1.58,1.28,1.36,1.3,0.29,0.398060837,0.250000002,0.099515209,0.298545627,0.053954029,0.749999998,0.3348,0.251099999
